CountyCode,CountyName,DistrictCode,DistrictName,Highlight1,Highlight2,Highlight3,Mission,Awards,Courses,Sports,SportsNarrative,Clubs,Programs,Staff,Postsecondary,Supports,Health,Parent,ClimateSurveyUsed,WholsSurveyed,ClimateNarrative,Facilities,SchoolSafety,TechnologySTEM,EarlyChildhood,OtherInformation,Superintendent,Address1,Address2,City,State,ZIP,Phone,Email,Website,Facebook,Twitter,Year
21,MERCER,1430,EWING TWP,"In January 2017 it was announced, for the second consecutive year, Ewing Schools Named to College Board's Honor Roll for Significant Gains in Student Achievement.",The Ewing Schools' inclusive physical education practices and unified athletic programs have become a model for school districts around the state and country.,"On October 2, 2018 voters in Ewing Township approved a $59.3 million referendum to update and improve the district's facilities to create safer, healthier and more modern schools.","The Ewing Public Schools, an institution governed by the policies, regulations and bylaws developed by The Ewing Public Schools Board of Education and the New Jersey Department of Education, believes that all students can learn.  The district's goal is to provide an educational system that dovetails academic excellence with the moral, equal, and respectful treatment of self and others in order to prepare its students to become up-standing, self-sufficient and contributing citizens.  This goal will be achieved through teamwork and commitment of the district's network of educators, administrators, board of education members, support staff, parents, elected officials and the greater community.  Together they form a partnership whose common vision facilitates, expects and demands ever-improving levels of achievement for Ewing's students and all stakeholders.  We will accept nothing less.",NA,"Ewing High School offers 18 Advanced Placement Courses & 34 Honors Courses.The Ewing Public Schools continue to focus on teaching and learning to enhance our students' ability to apply and transfer written communication and analysis skills across all content areas.  The district Wi-Fi is available and the number of Chromebooks, again has been significantly expanded in 2018, we will continue to focus on how instructional technology is being utilized in the classroom.",NA,NA,NA,"The Ewing Public Schools Extended Day Program (EDP) is professionally staffed.  It is designed to compilment the curriculum and activities of the regular school day.  We provide our students with a ""home away from home"" environment with an emphasis on the needs of each child.  This is a safe and caring environment that offers structured activities, which are designed to promote the individual child's physical, intellectual, emotional, social well-being and growth.",The Ewing Public Schools individually and the district as a whole develop in-service and training plans for Preschool-12 teaching staff.  Each school provides suggestions based on test scores and areas of need as observed by administrative staff.,NA,NA,"The Ewing Schools have implemented many programs that promote a positive school culture.  Included among these are ASSYST, Peer Leadership, and Student Assistance Counselors.  For the past year, the district has put in place a task force focused on the mental and emotional health of our students.",NA,NA,NA,NA,"Voters in Ewing Township approved a 59.3 million bond referendum on October 2, 2018 to improve the district's facilities.  The approved referendum will ensure Ewing Public Schools are well positioned for many years to come and will create safer, healthier, and more modern schools.  The projects included in the referendum will enhance school safety and security, provide healthier and more sustainable schools and improve instructional space and enhance student facilities.","The Ewing Schools have placed a priority on establishing a learning environment that is safe, secure, positive and harmonious.The district administrators, Superintendent Michael Nitti and Supervisor David Hauserman, have completed training by the Department of Education, Homeland Security and FEMA to become certified School Safety Specialists.The position of School Security Coordinator was first implemented by the Board in 2013.  Five of these adaptive experts on school security protocol and crisis management are based in each of the district' school campuses and assist the administrative team in all matters pertaining to school security.The Ewing Schools and Ewing Township Police share a close relationship which includes cameras/surveillance systems that can be a powerful tool to provide real-time information to law enforcement, fire and emergency medical service personnel as a crisis or emergency situation is occurring.",NA,The Ewing Public Schools offers an acclaimed Integrated Preschool Program with a fully certified staff.,"Philosophy and Belief Statements:The Ewing Public Schools are dedicated to meeting the educational needs of its students.  We will identify and address the needs of students and provide them the opportunity to reach their maximum potential.Therefore, we believe the following:1.  All students will be appropriately challenged to achieve a strong academic foundation.2.  All students will be educated in an environment that encourages them to be curious, creative life-long lovers of learning.3.  All students will be provided with opportunities to achieve academic success, exhibit self-reliance, and develop responsibility which will enable them to make positive contributions to society.4.  All students will benefit from a partnership of the school, home, community and students in the learning process.5.  All students, their families and teachers must assume an appropriate level of responsibility for themselves and their actions.6.  All students will have the right to a safe and secure educational environment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
21,MERCER,1950,HAMILTON TWP,District awarded two All Kids Thrive Grants to combat absenteeism in all of our schools.,Multiple schools awarded National School of Character designation.,A facilities referendum passed to provd needed repairs and upgrades to all schools in the district.,"The mission of Hamilton Township School District is a Quality Education for Every Student. This is evident in all 23 of our schools and with all of our approximately 12,000 students.  Our theme for this year is “Today is Your Day to Make a Difference”","HTSD was recognized for academic, extra curricular, and athletic achievements.  Greenwood Elementary, 2018-19 Emerging School of Character and 2018 Promising Practice Award.  Klockner Elementary, NJ Agricultural Society Learning Through Gardening grant. Kuser Elementary, Mercer County Prosecutor's Office Anti-Bullying Calendar Contest Winner and Presidential Academic Excellence and Achievement Award Winner. Morgan Elementary, 2017 National School of Character.  Sayen Elementary’s school grounds have been identified by the National Wildlife Federation as a certified wildlife habitat.  Wilson Elementary awarded a 5-year All Kids Thrive Grant,  partnership with Young Audiences through the Princeton Area Community Foundation to fight chronic absenteeism through Arts Integration. Wilson is also winner of the Promising Practices Award for family involvement activities and events by Character.org.  Yardville Elementary, 2017 NJ School of Character and a National School of Character recipient.","Hamilton Township School District provides a comprehensive K through 12th grade program with updated curricula, increased use of educational technology in the classroom, and student-centered instructional techniques. Programming for students includes classes in the five course subjects, a robust related arts program, Gifted and Talented classes, Honors classes, and Advanced Placement classes. In addition, the district provides a variety of support programs to help all learners.  Our district has also implemented Google Apps for Education.",NA,"Hamilton Township School District provides a comprehensive K through 12th grade program with updated curricula, increased use of educational technology in the classroom, and student-centered instructional techniques. Programming for students includes classes in the five course subjects, a robust related arts program, Gifted and Talented classes, Honors classes, and Advanced Placement classes. In addition, the district provides a variety of support programs to help all learners.  Our district has also implemented Google Apps for Education.","Clubs and activities are throughout the school district from the elementary level to the high school. At the elementary level examples include Safety Patrol, Early Act Club, Chorus, Band, Family STEM nights. At the middle school level examples include Aviation, Drama, Robotics, Photography, Red Cross, STEM, Yearbook, and Comic Book Clubs. At the high school there is a comprehensive list of clubs including the district-wide Hamilton NEWS club made up of students from all three high schools.",Hamilton Township School District is serviced by both the CYO and YMCA at our elementary schools. Both provide before and after school services for our students.,"Certified and non-certified staff engage in a variety of professional development opportunities during the district's professional development days, before school, after school and programming outside of the district. Two of the highlights of the district's professional learning is the Professional Development Catalogue of trainings available to all district personnel throughout the year and technology training conducted by the District Technology Trainers.","Each high school hosts college fairs and financial aid events for students. Students graduating from our high schools go on to 2 and 4 year colleges, vocational training, the military and work. The vast majority of those students went on to college with approximately 85.27%of the Class of 2018 attending a 2 or 4 year college. The remainder of the class was as follows; approximately 2.23% attended vocational training, 2.83% entered the military, 7.77%  entered the workforce, and 1.9% were undecided.","Student support services range from a full Student Services Department that provides special education, OT, PT and Speech services to ESL programming. In addition all three high schools offer free after school tutoring to students.","Students in K through 12th grade engage in health and wellness programs in their physical education and health classes. In addition to traditional programming, students engage in yoga activities, walk-a-thons, and fun runs. One of our elementary schools also has a running club for students, parents, and staff.","Parent and community involvement is present from elementary through high school. Each school has an active PTA where parents volunteer their time, run events, and work with the school's administration and staff. At the high school level parents participate in sports, band, and theater booster clubs. Community members participate in a variety of committees. One example is the Human Relations Committee which has a focus on district equity in curricula, discipline, and hiring practices.",Yes,"Students, Parents, Administrators, Teachers","Culture and climate surveys are distributed to students, parents, and teachers in each school at the beginning and end of each year. Results of each school's initial survey are analyzed and a plan for the year is developed. The year concludes with a survey assessing progress made on the culture and climate plan.","Hamilton Township School District has 24 facilities where students receive an education. It also includes facilities for Board of Education employees, Special Services Department and the Facilities Department. The average age of the 24 school facilities is 76 years old and of those schools, six are over 100 years old.",Security upgrades have been made as part of the district referendum.,Each middle school has a First Lego League and each high school as a Robotics team.  Elementary schools have STEAM lessons.,NA,"The Hamilton Township School District (HTSD) is located in Hamilton Township, Mercer County, New Jersey. It is the eighth largest school district in the state; however, we are a suburban school district, located between Princeton and Trenton. HTSD is comprised of a diverse group of nearly 11,500 students in 23 schools, which include 3 high schools, 3 middle schools, and 17 elementary schools. We also operate one special education alternative program for middle/high school students. Students are taught and cared for by close to 1,750 certified and non-certified staff members. Our school district budget is approximately 184 million dollars. HTSD has educated the hearts and minds of its students for over 100 years. Our mission statement, A Quality Education for Every Student, provides the template for the Teaching and Living Character (TLC) Education Program to embody its philosophy: Rooted in Values, Growing in Knowledge, and its vision to see our students become caring, productive citizens of the world community. Our schools reflect the nation’s drive for academic excellence, offering a comprehensive curriculum developed to meet the needs of all Hamilton’s students. Teachers are closely involved in curriculum improvement and staff development programs, including professional learning communities, designed to advance effective instruction. Student involvement in HTSD is plentiful, with two out of every three students participating in the visual and performing arts, athletics or some other extracurricular activity. Many opportunities for community service and service learning are provided as well. Students are not only participating in these activities, but demonstrating their commitment to excellence and good character traits. Numerous individual and team awards, and various forms of recognition, give evidence to their talent and dedication.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
21,MERCER,2280,HOPEWELL VALLEY REGIONAL,"Offer 21 Advanced Placement courses, honors-level opportunities in all academic subject areas","The mission of Hopewell Valley Regional School District is to provide every student with a comprehensive, caring educational experience that nurtures the unique talents of each individual.",Focus on educating the whole child through rigorous programming designed to help every student develop both social-emotionally and academically.,"The mission of the Hopewell Valley Regional School District, in partnership with the community, is to provide a comprehensive, caring educational experience which nurtures the unique talents of each individual and that creates a fulfilled, socially responsible, life-long learner in each of our student. We strive to develop global citizens who have confidence and capabilities to face the challenges of a rapidly changing world, and who promote a culture of respect which values diversity. As partners with our community, we will provide sufficient resources and a talented, committed staff that creates a safe environment where all individuals flourish. Through this Mission and Strategic Plan, the Board of Education expects that all students will achieve the New Jersey Student Learning Standards at all grade levels.","The class of 2017 had four National Merit Finalists and 13 National Merit Commended Scholars.  On Advanced Placement exams, HVCHS students took 656 exams with more than 87% receiving a score of 3 or better. HVCHS was recognized by the College Board on their 7th Annual AP District Honor Roll.  In 2017, SAT subject tests were taken in five areas.  HVCHS students performed exceptionally well on all tests with the highest average scores of 712 in Math Level 2, 696 in Physics and 723 in US History.","Our rich curriculum includes 21 Advanced Placement courses, honors-level opportunities in all academic subject areas, a work-study program with field experiences, shared-time opportunities at county vocational-technical schools and the local community college, in-depth study in five world languages, and a complete program in the visual and performing arts. A dual-credit partnership with Syracuse University allows students to receive college credits while taking courses at Central High School. Our district also offer students curricular pathways in STEM and the Performing Arts through our magnet programs.","Baseball (Boys), Basketball (Boys & Girls), Cross Country (Boys & Girls), Diving (Boys & Girls), Field Hockey (Girls), Football (Boys), Golf (Boys & Girls), Ice Hockey (Boys), Lacrosse (Boys & Girls), Soccer (Boys & Girls), Softball (Girls), Swimming (Boys & Girls), Tennis (Boys & Girls), Track and Field - Spring (Boys & Girls), Track and Field - Winter (Boys & Girls), Volleyball (Boys & Girls), Wrestling (Boys)","In 2017, both the HVCHS boys and girls soccer won state sectional titles.  For the first time in history, our girls soccer team won the Mercer County Championship. Boys indoor track won the Central Jersey Group III Relays,and wrestling won their 10th straight Mercer County Title.","A wide range of clubs and activities are available to students, both curricular and extra-curricular, which include numerous volunteer opportunites.  HVCHS offers a Performing Arts Academy to students to showcase their talents.  Competitions are open to students who participate in DECA, FBLA, the Thespian Society, Robotics, Model UN, HOSA, Jazz Band, Choral members, and those involved with the NJ Center for Civic Education.","For over 10 years, HVCHS has partnered with Kenya to provide a cultural exchange experience for our students and theirs.  Our Global Diversity Day exposes the school and the surrounding community to the culture of Kenya, including meeting with the Kenyan Ambassador.  Each of our World Language programs provide exchange opportunities with host families and cultural immersion.  Several times per year, HVCHS partners with our Senior Citizen center to expose the seniors to our Arts programs.","Our staff is engaged in on-going Professional Learning Communities working with their colleagues to improve student achievement.  The District focus is on improving our Cultural Competency, Mindfulness, and Blended Learning.  Our professional development opportunities are planned with an emphasis on these concepts throughout the year.",HVCHS college acceptance is 93%. Students also attend the military and technical schools. There is strong college planning curriculum beginning in freshman year and college planning programs are offered to parents including financial aid planning. HVCHS students take the PSAT during the school day to help prepare for the SAT for which fee waivers are available.,"Recitation periods, and teacher availability, provide extra assistance to students all day. National Honor Society provides peer tutoring.  We have a strong 504 and I&RS committees, focused on creating meaningful plans designed to assist students who are experiencing learning, behavior, or health difficulties.  We have an emerging ELL program, and our special education services allow for the least restrictive environment while supporting students.","We offer a comprehensive health and physical education program.  Units consist of outdoor adventure ed, fitness, various sports and cooperative type activities.  Health consists of nutrition, human sexuality and emotional health.  We also offer teen pep which is a sexual health program that utilizes peer-to-peer education to increase students´ knowledge, attitudes, skills, and behaviors associated with healthy decision-making.","Our strong PTOs, along with the special education PTO, support the schools and students. Parents Advisory Councils guide building administration and serve as a think-tank for school improvement. Community groups include HCHY, the Muncipal Alliance, and the YMCA. In connection with the district, these create a robust parent education program. All student information can be accessed through our OnCourse Parent Portal.",Yes,"Students, Parents, Teachers","As part of our continuing efforts to improve the quality of our school district, we provide an opportunity to give direct feedback to the board and district administration by participating in a school climate survey. This survey is distributed each spring to staff, parents, and students to gauge the effectiveness of our schools. Every response is read and shared with our district and school administration and the full results are posted online 30 days after the survey closes.","Schools in the district are currently undergoing construction passed through a bond referendum to include improvements such as roofs, HVAC systems, fire alarms and intercoms, renovation of main entrance ways and office reconfiguration along with the kitchen and cafeteria, restrooms, lighting and ceilings, and the addition of arts and wellness spaces.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
21,MERCER,2580,LAWRENCE TWP,NA,NA,NA,"The mission of the Lawrence Township Public Schools is to foster a community that: *- values academic excellence, critical thinking skills, and lifelong learning; *- challenges each student to become a responsible citizen of a global society; and *- respects different learning styles and adapts instruction accordingly.","The District earned Bronze certification from Sustainable Jersey for Schools (SJS), was only NJ district to receive Sustainability Makes $ense Award (for our solar initiative) from SJS, received Best Communities for Music Ed award for 10th time, and received $219,000 for 64 grant awards from the Lawrence Township Education Foundation.  A Lawrence Intermediate School music teacher was named Mercer County Teacher of the Year. An art piece created by a Lawrence High School student won the 2018 District 12 Congressional Art Competition. The piece hangs in the U.S. Capitol for one year. The district holds the distinction of being a National District of Character as identified by the Character Education Partnership in Washington, DC.","Our district’s curriculum is aligned with the state standards that raise the bar for learning in all grade levels. By teaching the curricula through creativity, cooperation, innovation, and problem-solving, our students will be better prepared to meet the demands of college and/or the workplace. A child’s growth at LTPS includes social and emotional learning through our character education program and challenging academic program including our 18 Honors and 21 Advanced Placement classes at LHS.",NA,NA,NA,NA,"In alignment with Goal 2 of our strategic plan, Culture of Learning for All, LTPS takes pride in providing opportunities for professional growth for our staff, administrators, BOE, parents and students.  The district recognizes the benefit of establishing professional learning communities that are grounded in rich, rigorous research-based strategies that support intellectual thinking and personal growth.  Professional learning is a lifelong endeavor and is embraced by our educational community.",NA,NA,NA,"The District's outreach included a Community Conversation on Nov. 30, 2017; 4 Direct Link meetings with the Superintendent, parents and community organization reps; conversations in the community at various locations; a district Green Team with staff, parents, and community members continued; a Diversity Cultural Festival; and parent representation on a Special Education Parent Advisory Council. The community approved a $25.1M referendum, primarily focused on security-related projects, on Jan. 25, 2017.",NA,NA,NA,NA,NA,NA,NA,"The District celebrates diversity and advocates for equity by working with students, staff, parents, and the community.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
21,MERCER,3103,MERCER CO SPECIAL SERVICE,NA,NA,NA,Mercer County Special Services School District is committed to serve as a catalyst for providing innovative integrated programs and services. We serve individuals with significant disabilities as well as meeting the specialized needs of districts and agen,We have received grants to enhance our students programing and learning experiences.  These grants assist with allowing our students to generalize information into real-life situations.,We use a variety of curriculums that meet the needs of our students based on their cognitive abilities. These curriculums focus on strengthening the students’ goals and objectives within their individualized education plans. Many of our curriculums focus,"Basketball (Coed), Cheerleading (Coed), Soccer (Coed), Softball (Coed)","Students have the opportunity to participate in a number of interscholastic sports activities including cheerleading, soccer, basketball, and softball. Games and practices are held during the school day. Cheerleaders train and cheer for our basketball tea","Students at the high school have the opportunity to participate in various activities including inter-scholastic sports, student government, the book club and the unified arts program.",Our families are offered after school programs year round.,Teachers are provided with professional development to enhance their knowledge of the most current research based practices to guide and support student development.,"In collaboration with Mercer County College, the DREAM program, which is an educational initiative designed to provide transition and postsecondary programs for students with disabilities.  There are several post-secondary programs that exist throughout o","As an out of district placement for special education students, we offer several levels of support including small class size, low student:adult ratios, speech therapy, occupational therapy, physical therapy, behavioral support and counseling services.",Physical education is received at least one time per week.  Recess is offered daily.  Breakfast programs are offered.,There are active PTO groups exist in each building.  There is a charity softball game each spring with our township police department.,NA,NA,NA,Our 4 buildings have air conditioning to assist our student's medical needs and to accommodate the temperatures during the ESY program.  We have rooms with equipment to meet the sensory and therapeutic needs of our students.  Our buildings are wheelchair,"Our district has a full safety committee that meets regularly to discuss the continuing improvements.  We work collaboratively and frequently with our local fire, police and emergency management teams.","Technology is present throughout our entire district, specifically augmentative communication options for students with significant language difficulties.",We offer a 3 year preschool program for students with disabilities.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
21,MERCER,3105,MERCER COUNTY VOCATIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
21,MERCER,4255,PRINCETON REGIONAL,NA,NA,NA,"Our mission is to prepare all of our students to lead lives of joy and purpose as knowledgeable, creative and compassionate citizens of a global society. Our schools are places of partnership, innovation and care.  Educators work closely with one another and with families to make sure every child is known and every culture in valued.  Risk-taking is encouraged, and problems are viewed as opportunities for deeper understanding and creative solutions.","We are proud to be once again recognized by Niche as the one of the top public school districts in New Jersey. This ranking not only includes the standard measures of success, such as test scores and AP offerings, but also the diversity of our student body, the clubs and activities available to our students, and the health and safety of our school communities.   We are proud of the excellence we see daily in our schools, and we celebrate our staff who are dedicated to making our schools places of innovation and care.","From our nationally renowned visual and performing arts department to our model program in World Languages to more than 20 AP courses at the high school, we offer a comprehensive and exciting curriculum. Students engage in hands-on science, participate in reading and writing workshop, and have opportunities to pursue independent research at the high school. Our instruction is student-centered, project-based, and authentic – often leading to local and global collaboration and service.","Baseball (Boys), Basketball (Boys & Girls), Cross Country (Boys & Girls), Fencing (Boys & Girls), Field Hockey (Girls), Football (Boys), Golf (Boys), Ice Hockey (Boys & Girls), Lacrosse (Boys & Girls), Soccer (Boys & Girls), Softball (Girls), Swimming (Boys & Girls), Tennis (Boys & Girls), Track and Field - Spring (Boys & Girls), Track and Field - Winter (Boys & Girls), Volleyball (Girls), Wrestling (Boys & Girls)","The mission of athletics in the Princeton Public Schools reflects the mission of the district as a whole.  Our commitment is to prepare our student-athletes to lead lives of joy and purpose, to foster their development of knowledge and character, to promote a sense of pride within our community, and to support a sense of achievement among our teams. Our success is measured in the awards our athletes garner for both their performance and their character.",NA,NA,"It is our job to be a district of high performing professionals.  We take pride in enhancing our craft through professional development experiences in areas such as reading and writing workshop, differentiated instruction, performance-based assessment, and racial literacy.  Our staff collaborate closely by grade level and department, and all of our new teachers receive extensive mentoring from experienced colleagues. The district has established a Summer Professional Institute in which hundreds of our staff participate in professional development by teachers for teachers.",NA,"We are proud of the many ways we recognize and support the needs and neurodiversity of our students.  We strive to differentiate our instruction in every classroom, and we offer comprehensive ELL, Special Ed and Intervention programs. We have implemented a multi-tiered system of support at our elementary schools with regular benchmark assessments to determine progress.  Our autism program spans all grade levels, and after-school tutoring is available at our middle school and high school.","Wellness is a fundamental goal of the District as students who are physically and emotionally healthy perform better in all aspects of their lives. We are committed to providing our students healthy breakfasts and lunches, and varied physical activity.  We are equally committed to helping them develop resilience, empathy, and gratitude. We have scheduled Homework Free Weekends at points throughout the year, and we strive to teach in ways that engage students intellectually and emotionally.","The Princeton Public Schools benefit from extensive parent involvement. Our school-based PTO’s and our very active Special Ed PTO all work together to provide ideas and resources. Teachers maintain websites on which families can find notices and assignments, and school liaisons ensure communication with families for whom English may not be a first language. Our community partners are numerous and include Princeton University, the public library, and the arts council.",NA,NA,NA,"The district includes four elementary schools, one middle school and one high school.  The current total enrollment for the district is 3,823 students.  The district recently passed a referendum to make important enhancements to security and HVAC at all of its schools as well as to expand space and provide athletic enhancements at the middle school and high school.",NA,NA,NA,"The Princeton Public Schools are committed to preparing every child to change the world.  That change may come in the form of art or music, science or technology, political action or social justice. As we strive to serve the more than 3800 students from the Princeton and Cranbury communities, we do so knowing that our work with them in the classroom, on the athletic field, and on the stage matters deeply to each student  and to the larger society into which they will graduate.  We are preparing students not only to understand the beauty and complexity of our world but to truly make a difference in it.   Our children have the benefit of exceptional curricula, talented teachers, and a strong base of resources, specialized facilities and community partners.  From pre-school through senior year, our learners are challenged to grasp new knowledge, ask great questions and pursue their passions.  They are guided in their abilities to make good decisions, to serve their fellow human beings, and to live lives of joy and purpose. “Preparing every child to change the world” is not about scores on standardized tests; it is about a lifelong gift that the Princeton Public Schools give its students and society.    It is a combination of high standards, great expectations, rigor, care and passion that creates the positive conditions for our learners’ successes. Our exceptional results can be measured statistically by state tests, by Advanced Placement exams, by reading and math benchmarks, by graduation rates, and by college acceptances.  But the measurement we value most is seen in the lives of our students and the varied contributions they are making to our world.  We are working as a district to redefine success in education.  We believe that redefinition should include the level of engagement among our students, the equity in our classrooms and curriculum, and how well we are fulfilling our mission to prepare all of our students to lead lives of joy and purpose.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
21,MERCER,5210,TRENTON CITY,NA,NA,NA,"All students will graduate with a vision for their future, motivated to learn continually and prepared to succeed in their choice of college or career.","Trenton Public Schools has been recognized by the Association of School Business Officials International for excellence in financial reporting for its CAFR in 6 of the last 8 years.  Additionally, the District’s Business Office is one of two in the state of New Jersey to receive the organization’s prestigious Meritorious Budget Award.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
21,MERCER,5510,ROBBINSVILLE TWP,NA,NA,NA,"Robbinsville Schools seeks to provide an outstanding educational program for students; one in which inquiry, discovery, and the love of learning are cultivated while students develop strong academic and interpersonal skills and where each learner is challenged to reach his/her full potential. By following the best educational practices supported by active professional development, students in Robbinsville are offered an academic program consistent with its community’s demand for excellence.",NA,"Routine examination of state and local assessments provides a solid basis for decision making as district leaders and teachers continuously refine the academic curriculum. Robbinsville students perform at levels consistent with peers. Overall, Robbinsville’s academic program offers comprehensive curriculum in the sciences, humanities, world languages, and 21st Century skills that is designed to provide a well-rounded and comprehensive academic experience for every learner.",NA,NA,"Because of strong community support, the co- and extra- curricular programs in Robbinsville remain a source of pride in the township. Robbinsville High School boasts several state championship athletic teams as well as competitive music, theatrical, and academic programs. We believe that opening doors of opportunity is central to our mission so that all students can explore an array of interesting and engaging experiences.",NA,"Robbinsville Schools provides an array of professional development experiences to cultivate lifelong learning in each of our staff members.   Teachers also participate in Professional Learning Communities (PLCs) where they reflect upon their instruction and share resources to improve student learning. Further, all new staff members attend a four year induction program that includes completion of an action research project and sharing their insights with colleagues across the district.",NA,NA,NA,"Robbinsville Township is a suburban community comprised of families that are dedicated to seeing that significant learning opportunities are afforded their children. The community values a safe, personal, and challenging educational climate, one in which students are permitted to learn and grow in an environment that encourages appropriate educational risk taking. In addition, the school district and community understand the importance of engaged and involved parents.",NA,NA,NA,"Sharon School, Pond Road School, and Robbinsville High School total 500,000 square feet of interior space, and 50 acres including athletic fields. The original buildings and their additions range in date from 1958 to 2015.The district recently completed three phases of simultaneous projects, inclusive of a $4 million ESIP, $4 million in renovation at the elementary and middle schools, and $15 million with in new construction/addition work for a LEED Certified building at the elementary school.",NA,NA,NA,"Continually striving toward greater levels of effectiveness, the Robbinsville Public Schools seek to compete with the finest learning institutions in public education.  With its dedicated faculty and staff, realizing the district’s commitment to educational excellence remains a central objective.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
21,MERCER,5715,W WINDSOR-PLAINSBORO REG,NA,NA,NA,"Building upon our tradition of excellence, the mission is to empower all learners to thoughtfully contribute to a diverse and changing world with confidence, strength of character, & love of learning. We believe that every individual has intrinsic worth, that embracing diversity enriches & empowers our community, and that people reach their full potential when encouraged to believe it is possible. We will guide and support students’ growth, empowering them to value individual learning journeys.",NA,NA,"Baseball (Boys), Basketball (Boys & Girls), Cross Country (Boys & Girls), Diving (Boys & Girls), Fencing (Boys & Girls), Field Hockey (Girls), Football (Boys), Golf (Boys & Girls), Ice Hockey (Girls), Lacrosse (Boys & Girls), Soccer (Boys & Girls), Softball (Girls), Swimming (Boys & Girls), Tennis (Boys & Girls), Track and Field - Spring (Boys & Girls), Track and Field - Winter (Boys & Girls), Volleyball (Boys & Girls), Wrestling (Boys)","We offer a wide variety of extra-curricular activities, including a full athletic program. Any student in grades 9-12 may try out for our athletic offerings. There are, however, eligibility requirements.  The Board of Education recognizes one of the primary responsibilities of the school system is to educate all students to the maximum levels possible. Although the academic program has first priority, student activities are an important part of the total learning experience.",The West Windsor-Plainsboro Regional School District offers a variety of after-school clubs and activities for students in Grades 6-12.,The West Windsor-Plainsboro Regional School District offers before and after school care for Grades Kindergarten through Grade 8. The programs are called Kindergarten Extension and Extended Day Program and are run by the Community Education Department;  specific information can be found at this link: http://www.west-windsor-plainsboro.k12.nj.us/departments/Community_Education,"The West Windsor-Plainsboro Regional School District offers extensive professional development opportunities to staff.  Three district professional development days are focused on providing learning related to the districts 3 strategic goals.  WWP is a project school for the Teacher's College Reading and Writing Project that supports the district's high-quality literacy program K-8 with staff developers and opportunities for staff to attend workshops at Teacher's College.  The district has focused resources on a redesign of our K-8 math program, increasing the level of challenge and rigor for all students.  The develop of workshops to support implementation of the Next Generation Science Standards has allowed the district to align the science program to inquiry-based practices.",NA,"We provide a continuum of special education & related services to eligible students, including out-of-district programs, in-district self-contained classes, resource in-class & pull-out replacement programs, general education programs with appropriate accommodations & modifications, related services, & home instruction. Services are based upon individual needs as determined by each student’s individualized education plan: http://www.west-windsor-plainsboro.k12.nj.us/departments/special_services","The West Windsor-Plainsboro Regional School District offers a variety of programs for the health and wellness of students. Programs are organized under the direction of the Guidance Department (http://www.west-windsor-plainsboro.k12.nj.us/Guidance) and Food Services (http://www.west-windsor-plainsboro.k12.nj.us/parents___students/Food_Services), which includes daily breakfast and lunch menus, and nutrition news.",The West Windsor-Plainsboro Regional School District has 11 Parent-Teacher Associations and/or Parent-Teacher-Student Associations. These groups work hand-in-hand with school administration to support each of the schools. Information about the organizations can be found at this link: http://www.west-windsor-plainsboro.k12.nj.us/parents___students/p_t_as-_p_t_s_as,No,NA,"The school district commits resources to the social, emotional, and ethical development of students. Each elementary school has a nurse, and full-time guidance counselor, in addition to guidance counselors who support students at grades 6 through 12. The district also employs substance abuse counselors for grades 6-12 & child study teams (learning consultant, psychologist, and social worker) at every school.",NA,NA,NA,NA,"The West Windsor-Plainsboro Regional School District has served the municipalities of West Windsor Township and Plainsboro Township since its formation in 1969. In fulfilling its mission since regionalization, the District has been successful in providing school facilities and an outstanding education for our student population. The taxpayers of West Windsor and Plainsboro Townships realize a remarkable return on their investment. Students are well prepared for higher education and, in actuality, gain acceptance to the top colleges in the nation. The population of the school community reflects the growing trend toward pluralism in American society. This diversity affords students excellent opportunities for inter-cultural understanding and provides them with a global view of the world. In order to fulfill the needs of our multicultural communities, we have made every effort to create an awareness of the many ethnic and cultural distinctions represented here. Children are taught the traditions and mores not only of their background but also those of their classmates who come from all corners of the world. The school district commits resources to the social, emotional, and ethical development as well as the intellectual and physical growth of students. Each elementary school has a nurse, and full-time guidance counselor, in addition to guidance counselors who support students at grades 6 through 12. The district also employs substance abuse counselors for grades 6-12 and child study teams (learning consultant, psychologist, and social worker) at every school. The richness of the academic program, alternative options, and extracurricular activities expands learning beyond the classroom boundaries. The district provides an educational environment that motivates students to learn and requires them to exercise imagination and sensibility in solving problems.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-18
